,product_name,ratings,sale_price,actual_price
285,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg)",4.0,"70,990","1,08,900"
286,HP 247 G8 Laptop (R3-5300U/ 14 inches /8GB RAM DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty,,"25,990","39,631"
287,HP Pavilion 15,4.0,"83,990","1,02,918"
288,(Refurbished) HP 650G2 Probook 15.6 Inch Screen with Numeric Keypad (6th Gen Intel Core i5 - 6300U /8 GB/240 GB SSD/Windows 10 Pro),3.8,"18,990","1,09,000"
289,ASUS TUF Gaming A15,4.1,"61,990","81,990"
290,HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,4.1,"76,990","93,261"
291,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5 (8GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display",4.0,"50,990","79,999"
292,MSI Modern 14,3.5,"38,990","55,990"
293,FUTOPIA ULTIMUS Pro,3.3,"14,490","35,990"
294,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg)",3.7,"43,990","1,27,820"
295,Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41,3.9,"33,990","56,999"
296,ASUS Vivobook Go 15 (OLED) 2023,3.8,"47,990","68,900"
297,Dell Alienware x16 Gaming Laptop,2.0,"4,42,990","5,47,508"
298,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 Chromebook (15.6 Inch,5.0,"17,990","32,990"
299,Dell Inspiron 5430 13th Gen Laptop,3.8,"64,490","78,262"
300,Dell Inspiron 3520 Laptop,3.7,"34,949","48,282"
301,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg)",3.7,"59,990","85,390"
302,ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch,5.0,"30,990","42,999"
303,ASUS TUF Gaming F15 - AI Powered Gaming Laptop,3.7,,
304,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)  ",3.2,"12,999","89,999"
305,ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch,5.0,"30,990","42,999"
306,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ",4.1,"22,849","59,999"
307,ASUS TUF Gaming F15 - AI Powered Gaming Laptop,3.7,,
308,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)  ",3.2,"12,999","89,999"
309,HP Pavilion 15,3.9,"56,900","75,666"
310,Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i9 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PHN16-71,4.2,"1,50,000","1,71,999"
311,Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52,3.9,"30,990","55,990"
312,HP Laptop 255 G9 (2024),5.0,"21,990","45,990"
313,Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg),4.1,"33,800","55,190"
314,MSI Thin 15,4.1,"65,111","83,990"
315,"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg)",,"41,990","71,290"
316,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg)",3.4,"24,990","42,290"
317,Dell 14 Laptop,3.8,"49,990","65,063"
318,"(Refurbished) Dell Latitude E5450 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD Display/Windows 10 Pro/MS Office/WiFi/BT/Webcam/Intel Graphics)  ",3.9,"14,999","89,999"
319,MSI Cyborg 15,4.1,"50,990","86,990"
320,Lenovo V15 Portable Laptop,4.1,"24,890","99,999"
321,ASUS TUF F17 Gaming Laptop,3.9,"48,990","75,990"
322,(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen,,"61,990","2,49,000"
323,"Acer Chromebook Intel Celeron N4500 Processor (Chrome OS/8 GB RAM/128 GB eMMC/WiFi 6) CB315-4H with 39.6 cm (15.6"") Full HD LED Backlit TFT LCD",5.0,"15,990","36,999"
324,(Refurbished) Dell M6800 Precision 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /4 GB/4000GB 17 Inches Screen (4TB) HDD/Windows 7 Pro),,"58,990","2,49,000"
325,Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM,4.0,"78,990","92,999"
326,"(Refurbished) Lenovo ThinkPad X270 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/256 GB SSD/12.5"" (31.8 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)  ",3.4,"14,500","89,999"
327,MSI Thin 15,,"79,990","1,00,990"
328,ASUS TUF Gaming A15,4.1,"61,990","81,990"
329,"Lenovo IdeaPad 1 Intel Core Celeron N4020 15"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/Office 2021/1Yr Warranty/Cloud Grey/1.3Kg)",3.7,"25,300",
330,ASUS Vivobook Go 15 (OLED) 2023,3.8,"47,990","68,900"
331,"Lenovo IdeaPad 3 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg)",3.9,"46,690","91,890"
332,ZEBRONICS PRO Series Z NBC 4S,3.5,"29,990","60,999"
333,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg)",4.2,"58,690","74,890"
334,"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop",4.1,"22,990","89,990"
335,Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52,4.1,"42,990","68,999"
336,HP Pavilion 15,4.0,"83,990","1,02,918"
337,HP Pavilion Plus 16,4.0,"1,14,900","1,28,955"
338,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 Chromebook (15.6 Inch,5.0,"17,990","32,990"
339,Dell Inspiron 5430 13th Gen Laptop,3.8,"64,490","78,262"
340,Dell Inspiron 3520 Laptop,3.7,"34,949","48,282"
341,ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch,5.0,"30,990","42,999"
342,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ",4.1,"22,849","59,999"
343,(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen,,"65,990","2,49,000"
344,(Refurbished) Dell M6800 Precision 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /32 GB/4000GB 17 Inches Screen (4TB) HDD/Windows 7 Pro),,"79,990","2,49,000"
345,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)  ",3.2,"12,999","89,999"
346,HP 15 Core i3 13th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Backlit Keyboard/15.6-inch (39.6 cm)/ Windows 11/Silver/1.59 kg) fd0186TU Laptop  ,3.9,"40,518","50,843"
347,ASUS TUF Gaming F15 - AI Powered Gaming Laptop,3.7,,
348,HP Pavilion 15,3.9,"56,900","75,666"
349,Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i9 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PHN16-71,4.2,"1,50,000","1,71,999"
350,HP Omen Gaming Laptop,3.4,"1,33,990","1,57,945"
351,MSI Sword 16 HX,4.1,"1,17,990","1,51,990"
352,HP Pavilion Aero,3.9,"74,990","91,544"
353,Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52,3.9,"30,990","55,990"
354,Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg),4.1,"33,800","55,190"
355,"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg)",,"41,990","71,290"
356,Acer Aspire Lite 11th Gen Intel Core i5 Premium Metal Laptop (16GB RAM/512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) AL15-51,3.8,"42,990","75,000"
357,"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg)",,"51,990","90,540"
358,MSI Thin 15,4.1,"65,111","83,990"
359,ZEBRONICS PRO Series Z NBC 4S,3.5,"31,990","62,999"
360,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg)",3.4,"24,990","42,290"
361,Dell 14 Laptop,3.8,"49,990","65,063"
362,"(Refurbished) Dell Latitude E5450 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD Display/Windows 10 Pro/MS Office/WiFi/BT/Webcam/Intel Graphics)  ",3.9,"14,999","89,999"
363,Dell [Smartchoice] Core i3-1215U,3.7,"33,990","48,692"
364,ASUS Vivobook 15,3.9,"53,990","76,990"
365,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)",3.6,"14,085","65,000"
366,Modern 14,3.0,"35,990","52,990"
367,Apple MacBook Air Laptop: Apple M1 chip,4.6,"59,990","92,900"
368,Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop (Windows11Home/16GB RAM/512GB SSD/MSO) AL15-52H,3.8,"41,990","66,999"
369,Dell 15 Thin & Light Laptop,3.5,"43,990","62,002"
370,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg)",4.0,"35,490","55,090"
371,JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch,3.2,"12,890","25,000"
372,ASUS TUF Gaming A15,4.1,"72,990","83,990"
373,ASUS Vivobook 15 (2023),4.0,"42,990","57,990"
374,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)",3.5,"56,530","84,290"
375,ASUS Vivobook 15,3.9,"53,990","76,990"
376,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg)",4.2,"58,690","74,890"
377,"HP 15 Core i5 13th Gen (16GB RAM/512GB SSD/FHD/15.6"" (39.6 cm)/Windows 11/MS Office' 21/Backlit Keyboard/Silver/ 1.59 kg) fd0221TU Laptop  ",4.1,"55,690","77,999"
378,Dell Inspiron 3535,3.0,"28,990","38,747"
379,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display",3.3,"23,399","50,990"
380,Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg),4.0,"66,190","95,890"
381,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ",4.1,"37,490","48,988"
382,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display",4.0,"54,990","89,999"
383,HP Laptop 15s,4.0,"64,990","78,778"
384,Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM,4.0,"75,990","1,03,999"
385,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg)",4.0,"34,990","58,890"
386,Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52,3.9,"29,990","52,990"
387,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg)",3.7,"23,990","42,590"
388,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg)",3.9,"49,190","70,090"
389,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg)",4.0,"25,990","43,790"
390,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg)",4.1,"36,990","58,390"
391,ASUS Vivobook 16,3.8,"36,990","55,990"
392,"Lenovo LOQ 2024 Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/1Yr ADP Free/MSO 21/3 Mon Game Pass/Grey/2.4Kg)",4.0,"68,190","98,890"
393,HP Laptop 15s,4.0,"64,990","78,778"
394,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display",3.9,"26,990","47,990"
395,ASUS Vivobook 15,3.9,"48,990","70,990"
396,HP Victus Gaming Laptop,4.2,"60,990","84,838"
397,ASUS Vivobook 15 Thin and Light Laptop,3.9,"53,990","76,990"
398,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg)",,"44,990","92,014"
399,HP Laptop 15s,4.1,"31,490","47,142"
400,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ",4.1,"37,490","48,988"
401,Dell Inspiron 3530 Laptop,3.5,"55,990","72,589"
402,Dell Inspiron 5430 13th Gen Laptop,3.8,"64,490","78,262"
403,HP Pavilion 14,4.1,"61,990","73,688"
404,Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52,3.7,"48,990","80,990"
405,Dell 15 Thin & Light Laptop,3.5,"43,990","62,002"
406,Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41,5.0,"65,990","89,999"
407,ASUS Vivobook 16,3.8,"36,990","55,990"
408,ASUS TUF Gaming A15,4.1,"66,890","80,990"
409,HONOR MagicBook X16 (2024),4.0,"39,990","77,999"
410,HONOR MagicBook X14 Pro 2024,4.1,"47,990","80,999"
411,Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM,4.0,"78,990","92,999"
412,Dell G15-5530 Gaming Laptop,4.0,"74,990","1,03,436"
413,Primebook S 4G,4.5,"14,990","24,490"
414,Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg),4.0,"34,990","55,190"
415,"Lenovo [Smart Choice Ideapad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62Cm) Fhd IPS 300Nits 144Hz (8Gb/512Gb Ssd/Win11/Nvidia RTX 2050 4Gb/Alexa/3 Month Game Pass/Shadow Black/2.32Kg)",4.1,"45,990","77,990"
416,HP Laptop 15,4.0,"39,999","52,055"
417,Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050,4.0,"72,990","1,05,398"
418,Lenovo V14 G3 (2024),,"44,490","95,990"
419,"HP 15s Ryzen 5 (8GB RAM/512GB SSD/FHD/Windows 11/ MS Office/Backlit Keyboard/15.6""(39.6cm)/Silver/1.69 kg) eq2144AU Laptop  ",4.1,"36,990","60,959"
420,"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch)",2.8,"35,690","99,999"
421,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display",3.9,"38,990","72,990"
422,Dell Inspiron 3520 Laptop,3.7,"44,990","62,507"
423,HP Laptop 15,4.1,"35,490","49,691"
424,HP Victus Gaming Laptop,3.4,"67,990","84,838"
